transaction_id,sender_account,receiver_account,amount,currency,timestamp,channel,branch_code,reference_number,is_fraud,typology
TXN-A64E708F5834,ACC-3357,ACC-3556,651797.71,INR,2026-05-07T10:54:15.588833,UPI,BR-855,REF-462702,True,mule_chain
TXN-5A940C3B62D6,ACC-9884,ACC-2794,111733.97,INR,2026-05-13T06:54:16.384286,NEFT,BR-677,REF-344238,False,
TXN-7B58A481B0C2,ACC-5049,ACC-8892,20383.88,INR,2026-05-17T21:28:26.384286,RTGS,BR-884,REF-393546,False,
TXN-F27FE02ED7CB,ACC-7111,ACC-8515,37496.65,INR,2026-05-02T09:09:07.384286,CARD,BR-854,REF-838188,False,
TXN-D82B017767AC,ACC-4250,ACC-7774,51789.07,INR,2026-05-16T03:13:56.384286,NEFT,BR-701,REF-289385,False,
TXN-E89BA74DCEC6,ACC-9175,ACC-3782,28362.36,INR,2026-05-08T06:08:25.384286,UPI,BR-176,REF-481121,False,
TXN-CB3BAFD98F5A,ACC-9007,ACC-1189,34939.51,INR,2026-05-06T18:20:24.384286,UPI,BR-549,REF-267144,False,
TXN-BF4AAC1063F1,ACC-4514,ACC-1050,36131.48,INR,2026-05-28T04:46:51.384286,UPI,BR-868,REF-497397,False,
TXN-E689DA2061D5,ACC-6403,ACC-3825,131285.69,INR,2026-05-17T10:24:20.384286,NEFT,BR-243,REF-164386,False,
TXN-CCDA6F556E13,ACC-1174,ACC-6132,222142.16,INR,2026-05-08T03:29:59.384286,NEFT,BR-443,REF-864024,True,fan_out_fan_in
TXN-9F996E679C90,ACC-1764,ACC-8029,11505.63,INR,2026-05-01T06:05:02.384286,IMPS,BR-411,REF-675412,False,
TXN-0A293A6C42FD,ACC-5181,ACC-4270,5958.38,INR,2026-05-20T18:51:06.384286,IMPS,BR-301,REF-253303,False,
TXN-B76B3DAFCC3A,ACC-7489,ACC-9238,512289.47,INR,2026-05-02T11:47:19.664172,RTGS,BR-115,REF-141615,True,mule_chain
TXN-043DA6A56AC4,ACC-8277,ACC-4374,57105.16,INR,2026-05-23T12:32:39.384286,NEFT,BR-819,REF-962267,False,
TXN-E3C9239F0D82,ACC-5964,ACC-7723,1757114.49,INR,2026-05-02T06:42:55.384286,UPI,BR-135,REF-700447,True,fan_out_fan_in
TXN-46A9B130547A,ACC-3503,ACC-4584,129851.79,INR,2026-05-29T11:16:01.384286,NEFT,BR-817,REF-347896,True,fan_out_fan_in
TXN-6BA4310F92FE,ACC-9725,ACC-4504,49665.29,INR,2026-05-15T13:02:18.384286,RTGS,BR-588,REF-258660,False,
TXN-CBB66BC57892,ACC-8342,ACC-2819,40846.42,INR,2026-05-22T12:27:58.384286,NEFT,BR-892,REF-389322,False,
TXN-24C1F54C4E81,ACC-4158,ACC-2718,23458.38,INR,2026-05-03T19:39:19.384286,NEFT,BR-396,REF-656805,False,
TXN-B56B0FA18212,ACC-6208,ACC-7822,345367.22,INR,2026-05-11T13:23:57.384286,UPI,BR-583,REF-918772,True,fan_out_fan_in
TXN-3E0708DA8CC5,ACC-4360,ACC-2257,1448165.18,INR,2026-05-17T12:44:59.086117,NEFT,BR-709,REF-718545,True,mule_chain
TXN-B0FAFE5B85B5,ACC-8337,ACC-1486,751207.64,INR,2026-05-19T19:23:34.384286,UPI,BR-751,REF-932736,False,
TXN-AB710F633054,ACC-3655,ACC-9970,179708.72,INR,2026-05-15T04:04:17.384286,CARD,BR-488,REF-533856,False,
TXN-07F43D1D03CF,ACC-4925,ACC-1144,324358.7,INR,2026-05-10T00:45:57.384286,NEFT,BR-494,REF-507622,True,fan_out_fan_in
TXN-89A378FB34FF,ACC-4678,ACC-9714,58572.32,INR,2026-05-07T16:24:40.384286,UPI,BR-177,REF-461276,False,
TXN-9B87AF9F69F9,ACC-5501,ACC-8499,298929.58,INR,2026-05-16T01:11:21.384286,NEFT,BR-325,REF-203267,False,
TXN-1137EEA1972A,ACC-1476,ACC-4725,63826.76,INR,2026-05-06T08:36:42.384286,UPI,BR-738,REF-419037,False,
TXN-EEB75392C512,ACC-2981,ACC-5992,183305.67,INR,2026-05-19T06:44:24.384286,NEFT,BR-391,REF-807048,False,
TXN-FC909E8C2D2B,ACC-4124,ACC-7069,25279.05,INR,2026-05-28T17:02:05.384286,UPI,BR-317,REF-793945,False,
TXN-2273D2AC2A2C,ACC-8025,ACC-8515,101720.65,INR,2026-05-30T13:32:01.384286,NEFT,BR-445,REF-177054,False,
TXN-183E9642F295,ACC-7209,ACC-8137,419187.25,INR,2026-05-10T05:00:56.384286,NEFT,BR-533,REF-895849,True,fan_out_fan_in
TXN-49CD363E2860,ACC-2380,ACC-3954,185227.29,INR,2026-05-21T00:24:40.384286,UPI,BR-399,REF-113146,True,structuring
TXN-A1F591385C03,ACC-2223,ACC-6240,169187.84,INR,2026-05-19T13:35:45.384286,IMPS,BR-749,REF-478826,True,structuring
TXN-56A4054B4DD3,ACC-8661,ACC-8266,117887.68,INR,2026-05-20T03:58:08.384286,NEFT,BR-693,REF-880045,True,fan_out_fan_in
TXN-41D03D5FEF96,ACC-4175,ACC-8585,1941.57,INR,2026-05-10T17:23:27.384286,RTGS,BR-130,REF-474339,False,
TXN-7FD0C6BB68C5,ACC-8433,ACC-4782,182803.62,INR,2026-05-02T15:29:20.384286,IMPS,BR-220,REF-609573,False,
TXN-22AFF86A6241,ACC-5714,ACC-8888,1686326.24,INR,2026-05-01T17:32:21.384286,NEFT,BR-853,REF-677440,True,round_trip_layering
TXN-B7D03BEF52D6,ACC-8979,ACC-5960,2535538.01,INR,2026-05-29T08:56:48.384286,CARD,BR-630,REF-122813,True,round_trip_layering
TXN-DA8E030AADCF,ACC-8820,ACC-4193,262128.61,INR,2026-05-26T17:42:14.384286,NEFT,BR-789,REF-263529,True,fan_out_fan_in
TXN-90AE5BFE7FD3,ACC-4057,ACC-6686,160044.85,INR,2026-05-10T12:56:39.230440,IMPS,BR-540,REF-182470,True,structuring
TXN-17098B390D04,ACC-9697,ACC-8808,422621.12,INR,2026-05-08T10:00:00.384286,UPI,BR-945,REF-478023,True,fan_out_fan_in
TXN-BC4A844D13AE,ACC-9108,ACC-3642,385494.84,INR,2026-05-20T04:04:04.384286,UPI,BR-514,REF-289381,False,
TXN-490171C9B698,ACC-7338,ACC-9764,53032.72,INR,2026-05-20T14:52:11.384286,NEFT,BR-954,REF-680428,False,
TXN-2C4A2C59F830,ACC-6480,ACC-5664,237346.56,INR,2026-05-05T15:49:42.384286,IMPS,BR-372,REF-447922,True,fan_out_fan_in
TXN-D2B5FB025899,ACC-4973,ACC-7129,222616.45,INR,2026-05-08T20:56:34.384286,IMPS,BR-710,REF-167815,True,fan_out_fan_in
TXN-71FE03EDC5F7,ACC-7117,ACC-6355,1086566.41,INR,2026-05-16T01:21:07.384286,NEFT,BR-296,REF-661580,False,
TXN-024CBB548082,ACC-1697,ACC-8494,533048.89,INR,2026-05-07T05:08:51.384286,IMPS,BR-212,REF-149207,True,fan_out_fan_in
TXN-BD85B4FAE54D,ACC-2600,ACC-5441,274920.15,INR,2026-05-16T20:33:17.384286,NEFT,BR-638,REF-819664,True,fan_out_fan_in
TXN-38078BA55A33,ACC-9523,ACC-3857,38886.34,INR,2026-05-23T08:40:21.384286,IMPS,BR-689,REF-225131,False,
TXN-DE9F1DF49524,ACC-7541,ACC-6924,356461.18,INR,2026-05-05T09:16:37.384286,IMPS,BR-789,REF-798202,False,
TXN-C41652F1C4BE,ACC-6021,ACC-8566,22642.22,INR,2026-05-22T05:20:05.384286,NEFT,BR-122,REF-185859,False,
TXN-8B8870AEF395,ACC-8441,ACC-4286,1455115.0,INR,2026-05-14T06:42:36.840797,RTGS,BR-270,REF-380527,True,mule_chain
TXN-E8EB8B79F877,ACC-5981,ACC-4001,1072303.77,INR,2026-05-21T10:00:01.384286,IMPS,BR-787,REF-348311,False,
TXN-E9BFE3D270CE,ACC-6336,ACC-4030,154368.0,INR,2026-05-24T11:36:26.384286,IMPS,BR-931,REF-351749,True,structuring
TXN-56F9F124E8D8,ACC-2314,ACC-6951,1308294.97,INR,2026-05-14T09:49:11.384286,UPI,BR-957,REF-370385,True,dormant_activation
TXN-B779F6C7951A,ACC-3209,ACC-3897,151901.02,INR,2026-05-17T00:42:44.384286,NEFT,BR-480,REF-623477,False,
TXN-B78EE869E8BE,ACC-6477,ACC-4099,16713.33,INR,2026-05-13T05:07:59.384286,UPI,BR-304,REF-867009,False,
TXN-958D4FA64226,ACC-6989,ACC-6889,63379.39,INR,2026-05-28T08:49:02.384286,UPI,BR-999,REF-974180,False,
TXN-9CEBBD2FF65E,ACC-8875,ACC-9130,151694.45,INR,2026-05-24T14:06:17.384286,UPI,BR-529,REF-566294,True,structuring
TXN-957BF580A7E5,ACC-8583,ACC-3277,278779.98,INR,2026-05-23T15:08:48.384286,UPI,BR-843,REF-467282,True,fan_out_fan_in
TXN-A594CBB06B8F,ACC-3154,ACC-6605,65909.41,INR,2026-05-07T18:02:37.384286,UPI,BR-244,REF-300297,False,
TXN-B723864BE8DE,ACC-6719,ACC-9027,138163.61,INR,2026-05-06T05:10:59.384286,UPI,BR-302,REF-274096,False,
TXN-060DFDF176AF,ACC-9316,ACC-7749,251145.07,INR,2026-05-15T21:19:49.384286,UPI,BR-433,REF-409761,False,
TXN-275FC9096DE4,ACC-4397,ACC-6915,1391877.46,INR,2026-05-09T18:31:04.166997,UPI,BR-307,REF-877505,True,mule_chain
TXN-70C3CD89AE89,ACC-2835,ACC-5109,170219.8,INR,2026-05-03T05:40:09.384286,NEFT,BR-238,REF-790224,True,structuring
TXN-66BF28E9F694,ACC-4312,ACC-3905,548231.83,INR,2026-05-05T13:12:14.384286,UPI,BR-325,REF-902120,True,round_trip_layering
TXN-2CB0191C26BE,ACC-3367,ACC-9356,164298.16,INR,2026-05-16T18:06:42.384286,NEFT,BR-960,REF-955869,True,fan_out_fan_in
TXN-B6C7CDFD1B58,ACC-5554,ACC-2931,159199.17,INR,2026-05-12T16:00:43.384286,CARD,BR-299,REF-620565,True,structuring
TXN-C591EE8F6EB1,ACC-9713,ACC-4488,446420.07,INR,2026-05-09T12:41:21.384286,NEFT,BR-637,REF-747079,False,
TXN-9D6D964E01B0,ACC-4104,ACC-7342,576792.15,INR,2026-05-24T23:24:39.384286,UPI,BR-171,REF-877557,False,
TXN-E4D561D50C17,ACC-8243,ACC-2199,16513.16,INR,2026-05-14T23:17:36.384286,NEFT,BR-518,REF-389331,False,
TXN-AC6CC5834ED7,ACC-1314,ACC-1437,594642.73,INR,2026-05-03T09:02:47.384286,UPI,BR-858,REF-578361,True,fan_out_fan_in
TXN-7A5B893FF537,ACC-4913,ACC-5107,190751.63,INR,2026-05-12T23:56:58.384286,NEFT,BR-667,REF-521427,False,
TXN-4F6989407407,ACC-2226,ACC-7442,17142.01,INR,2026-05-21T22:46:49.384286,UPI,BR-189,REF-500192,False,
TXN-2A067C084A11,ACC-5722,ACC-8899,757567.25,INR,2026-05-16T08:01:04.384286,NEFT,BR-449,REF-626709,True,fan_out_fan_in
TXN-7D895D7C5455,ACC-1069,ACC-4837,1278.56,INR,2026-05-07T12:00:23.384286,CARD,BR-203,REF-526286,False,
TXN-737FA924BB6C,ACC-1311,ACC-4575,1738760.52,INR,2026-05-15T18:40:17.384286,NEFT,BR-851,REF-192033,True,dormant_activation
TXN-C45E2FF0AC32,ACC-4478,ACC-2905,1439943.8,INR,2026-05-19T16:18:24.674947,UPI,BR-475,REF-630711,True,mule_chain
TXN-A429C2A8758B,ACC-5500,ACC-2691,688579.92,INR,2026-05-08T14:59:22.384286,NEFT,BR-542,REF-313108,False,
TXN-C751127E27ED,ACC-7753,ACC-8881,157839.01,INR,2026-05-22T09:11:24.384286,UPI,BR-707,REF-222813,True,structuring
TXN-0E39C7995D7B,ACC-1097,ACC-2494,47630.88,INR,2026-05-23T04:04:32.384286,RTGS,BR-982,REF-735504,False,
TXN-D9EF965B0142,ACC-1667,ACC-3613,24176.79,INR,2026-05-25T18:22:47.384286,NEFT,BR-493,REF-149354,False,
TXN-570C72DA6038,ACC-7829,ACC-6419,248512.94,INR,2026-05-28T07:55:37.384286,CARD,BR-628,REF-253610,False,
TXN-61EE63F7D5E3,ACC-9807,ACC-9848,152976.29,INR,2026-05-16T19:20:04.230440,IMPS,BR-960,REF-411286,True,structuring
TXN-0562683510D3,ACC-2973,ACC-6804,4131.37,INR,2026-05-13T09:02:05.384286,NEFT,BR-277,REF-827453,False,
TXN-7AFF5CB99057,ACC-6456,ACC-1121,185610.59,INR,2026-05-21T09:10:30.384286,NEFT,BR-267,REF-866608,True,fan_out_fan_in
TXN-40A6EDACEE7E,ACC-7648,ACC-9598,170627.87,INR,2026-05-09T12:10:03.384286,NEFT,BR-210,REF-815358,True,structuring
TXN-B0F3E3B7502F,ACC-1439,ACC-6029,123978.27,INR,2026-05-29T17:20:44.384286,RTGS,BR-969,REF-116740,False,
TXN-9FDE6622B382,ACC-8134,ACC-2438,176025.16,INR,2026-05-20T18:02:08.384286,NEFT,BR-351,REF-240263,True,fan_out_fan_in
TXN-23044B16F5EB,ACC-1719,ACC-5205,1889136.2,INR,2026-05-25T10:12:21.384286,NEFT,BR-366,REF-328001,True,round_trip_layering
TXN-1BDE5EE961F8,ACC-3902,ACC-1014,157079.87,INR,2026-05-17T09:19:00.384286,NEFT,BR-323,REF-779578,True,structuring
TXN-3A2D0D615323,ACC-8558,ACC-9033,170941.55,INR,2026-05-22T05:29:44.293377,NEFT,BR-607,REF-437755,True,structuring
TXN-46315D9B6D27,ACC-6768,ACC-8365,22619.24,INR,2026-05-10T03:23:01.384286,UPI,BR-257,REF-886369,False,
TXN-559B0E9FAD6F,ACC-7868,ACC-9395,640333.84,INR,2026-05-11T13:28:32.384286,IMPS,BR-333,REF-969298,False,
TXN-F2E09DBF9AAD,ACC-6374,ACC-3050,6384.51,INR,2026-05-30T06:25:58.384286,UPI,BR-427,REF-485141,False,
TXN-D64E6C86101B,ACC-3411,ACC-6117,7340683.53,INR,2026-05-25T23:12:03.384286,IMPS,BR-679,REF-652107,True,round_trip_layering
TXN-D4E60A9253E9,ACC-4581,ACC-5347,15847.13,INR,2026-05-23T03:01:30.384286,IMPS,BR-856,REF-971034,False,
TXN-F0A24B7E62AE,ACC-7987,ACC-5403,267688.09,INR,2026-05-06T01:03:35.384286,RTGS,BR-575,REF-494497,True,fan_out_fan_in
TXN-C891DF0777BA,ACC-3114,ACC-7573,116742.26,INR,2026-05-26T17:01:17.384286,UPI,BR-475,REF-620972,False,
TXN-4F5D7D0EE62F,ACC-6552,ACC-2082,169225.37,INR,2026-05-08T15:04:29.307363,NEFT,BR-956,REF-958070,True,structuring
TXN-A9E4F7904C5B,ACC-1367,ACC-4419,75024.48,INR,2026-05-06T00:02:37.384286,UPI,BR-162,REF-609311,False,
TXN-930B90923EB6,ACC-2352,ACC-7493,1849578.14,INR,2026-05-22T00:07:01.637336,UPI,BR-493,REF-497051,True,mule_chain
TXN-9FCFC23E575F,ACC-9236,ACC-3989,43891.35,INR,2026-05-14T05:57:35.384286,UPI,BR-415,REF-166676,False,
TXN-2BEA53FDBFAD,ACC-9013,ACC-9167,173519.85,INR,2026-05-19T17:40:48.293377,IMPS,BR-500,REF-386995,True,structuring
TXN-B7B3FF88C784,ACC-4388,ACC-3832,3956.54,INR,2026-05-09T21:27:51.384286,UPI,BR-901,REF-328450,False,
TXN-AF56A00309E4,ACC-3401,ACC-8921,2204547.73,INR,2026-05-03T14:11:39.384286,NEFT,BR-611,REF-742216,True,round_trip_layering
TXN-01382175EFD9,ACC-4979,ACC-2406,136655.73,INR,2026-05-27T07:24:39.384286,NEFT,BR-885,REF-213338,True,fan_out_fan_in
TXN-E7626AFA64A6,ACC-5378,ACC-6403,2326.44,INR,2026-05-28T10:34:34.384286,NEFT,BR-877,REF-192577,False,
TXN-278DC121593A,ACC-6809,ACC-9947,975993.67,INR,2026-05-02T17:16:32.384286,NEFT,BR-862,REF-197859,True,dormant_activation
TXN-47B9E656A612,ACC-6653,ACC-6667,72214.19,INR,2026-05-10T18:34:41.384286,UPI,BR-244,REF-367717,False,
TXN-AEEFC21A8F6C,ACC-4920,ACC-2157,139168.22,INR,2026-05-08T09:29:04.384286,RTGS,BR-296,REF-706619,False,
TXN-23BC4E42C264,ACC-8768,ACC-5347,252039.81,INR,2026-05-05T11:39:00.384286,CARD,BR-804,REF-578260,False,
TXN-409F278ABADE,ACC-8558,ACC-6126,157067.46,INR,2026-05-23T07:40:38.838831,UPI,BR-646,REF-528855,True,structuring
TXN-6A1D7D403569,ACC-3239,ACC-1847,7406.97,INR,2026-05-20T15:46:07.384286,UPI,BR-694,REF-933442,False,
TXN-8C155B48B02E,ACC-6019,ACC-5932,1669010.8,INR,2026-05-09T13:17:42.384286,UPI,BR-109,REF-961002,True,round_trip_layering
TXN-6AD646A5232A,ACC-8089,ACC-6041,128176.51,INR,2026-05-23T13:38:40.384286,UPI,BR-732,REF-198922,False,
TXN-44AB877C4AF0,ACC-1114,ACC-6974,1969445.21,INR,2026-05-08T07:34:23.477051,NEFT,BR-752,REF-971433,True,mule_chain
TXN-AFA871DF21D1,ACC-5434,ACC-1653,151787.67,INR,2026-05-03T17:29:08.566104,IMPS,BR-760,REF-956143,True,structuring
TXN-0D72CE4F18C2,ACC-9458,ACC-3478,19013.28,INR,2026-05-03T13:44:35.384286,IMPS,BR-348,REF-974004,False,
TXN-E387EA1401D2,ACC-6521,ACC-3216,1318673.51,INR,2026-05-05T13:52:03.384286,UPI,BR-626,REF-395942,True,fan_out_fan_in
TXN-00E443B27B3B,ACC-9439,ACC-5595,1575533.73,INR,2026-05-19T23:02:02.384286,NEFT,BR-372,REF-662417,True,round_trip_layering
TXN-53FF0DC9D94D,ACC-6297,ACC-8272,185194.28,INR,2026-05-03T18:51:24.922748,IMPS,BR-604,REF-305505,True,structuring
TXN-212A07DC6299,ACC-2992,ACC-8564,166299.27,INR,2026-05-14T06:02:58.384286,NEFT,BR-265,REF-961164,False,
TXN-DDCB8F614F1D,ACC-1364,ACC-6092,4549.19,INR,2026-05-27T13:24:35.384286,NEFT,BR-317,REF-516815,False,
TXN-C36BA389F000,ACC-1960,ACC-6506,114046.39,INR,2026-05-23T05:03:55.384286,CARD,BR-508,REF-708902,True,fan_out_fan_in
TXN-1F1046D1BECC,ACC-7446,ACC-6176,5924.06,INR,2026-05-19T10:31:45.384286,NEFT,BR-580,REF-232174,False,
TXN-CF004A7A8186,ACC-9319,ACC-8808,384855.13,INR,2026-05-08T17:00:00.384286,NEFT,BR-140,REF-263332,True,fan_out_fan_in
TXN-1794CBC7F7E0,ACC-8290,ACC-5866,189869.9,INR,2026-05-23T02:34:46.384286,UPI,BR-956,REF-111224,True,structuring
TXN-A0C87BACD552,ACC-4232,ACC-8760,159967.17,INR,2026-05-26T03:23:48.384286,NEFT,BR-492,REF-578522,True,fan_out_fan_in
TXN-65F85C2C0D71,ACC-7290,ACC-8810,1257965.8,INR,2026-05-06T16:57:22.384286,IMPS,BR-534,REF-352724,True,round_trip_layering
TXN-B09EAEBC8E63,ACC-6665,ACC-4706,29299.87,INR,2026-05-07T17:16:02.384286,NEFT,BR-386,REF-645178,False,
TXN-C0741261C4F4,ACC-3968,ACC-4741,1572759.03,INR,2026-05-21T20:33:48.765466,UPI,BR-930,REF-329330,True,mule_chain
TXN-F564629419E3,ACC-7449,ACC-9562,92500.67,INR,2026-05-12T20:24:24.384286,CARD,BR-938,REF-601523,False,
TXN-79362229EC4E,ACC-3892,ACC-7011,2037037.67,INR,2026-05-21T23:58:07.384286,NEFT,BR-252,REF-716491,True,round_trip_layering
TXN-F0AA95D348BC,ACC-7501,ACC-7277,216697.68,INR,2026-05-23T13:45:13.384286,IMPS,BR-357,REF-106848,True,fan_out_fan_in
TXN-D1983C10BADD,ACC-7416,ACC-7961,80185.92,INR,2026-05-03T18:01:40.384286,NEFT,BR-284,REF-200450,False,
TXN-2CC46D1847FB,ACC-9322,ACC-8164,13196.0,INR,2026-05-07T21:38:38.384286,NEFT,BR-160,REF-648341,False,
TXN-930E700017DA,ACC-9490,ACC-2962,33756.27,INR,2026-05-15T08:11:43.384286,NEFT,BR-528,REF-394183,False,
TXN-92B7C397848F,ACC-4428,ACC-6457,406317.93,INR,2026-05-14T19:23:29.384286,NEFT,BR-472,REF-255898,True,fan_out_fan_in
TXN-2E6AFB4A02E5,ACC-7333,ACC-3673,2135076.19,INR,2026-05-08T19:08:01.384286,UPI,BR-185,REF-922913,True,round_trip_layering
TXN-D21110149355,ACC-2222,ACC-3482,172239.02,INR,2026-05-22T11:36:34.955715,UPI,BR-529,REF-440982,True,structuring
TXN-8C04486A829C,ACC-9440,ACC-4761,575691.59,INR,2026-05-16T14:44:31.384286,IMPS,BR-628,REF-885512,True,fan_out_fan_in
TXN-098759D22B78,ACC-3897,ACC-1416,49285.33,INR,2026-05-02T12:53:14.384286,UPI,BR-456,REF-640452,False,
TXN-D79CB3AE6E84,ACC-3391,ACC-3543,7273.98,INR,2026-05-08T15:10:17.384286,NEFT,BR-925,REF-435583,False,
TXN-8D3B9EA8BE4E,ACC-1450,ACC-1305,640987.64,INR,2026-05-17T22:13:42.384286,IMPS,BR-729,REF-444598,True,round_trip_layering
TXN-E8635F968FFC,ACC-6467,ACC-9150,109510.9,INR,2026-05-20T10:42:03.384286,IMPS,BR-151,REF-384645,False,
TXN-122154424B08,ACC-7717,ACC-4383,15338.03,INR,2026-05-19T11:50:09.384286,NEFT,BR-854,REF-661292,False,
TXN-CD32072B8DCC,ACC-2634,ACC-8472,165018.78,INR,2026-05-13T00:10:28.153517,UPI,BR-553,REF-705669,True,structuring
TXN-7850F969E39F,ACC-7676,ACC-6635,504229.88,INR,2026-05-22T02:04:36.091209,IMPS,BR-410,REF-410890,True,mule_chain
TXN-6214B5360103,ACC-8577,ACC-4130,754589.53,INR,2026-05-25T03:26:25.384286,NEFT,BR-335,REF-523024,True,fan_out_fan_in
TXN-F550ECA7F48F,ACC-7064,ACC-8441,75988.59,INR,2026-05-04T18:18:36.384286,NEFT,BR-134,REF-666806,False,
TXN-6761E76B6C62,ACC-5621,ACC-3507,15360.25,INR,2026-05-10T18:14:11.384286,UPI,BR-163,REF-172033,False,
TXN-D4D66089ED1C,ACC-7559,ACC-7505,989960.66,INR,2026-05-23T14:30:37.384286,NEFT,BR-149,REF-724194,True,round_trip_layering
TXN-9F6C3570D415,ACC-2324,ACC-4312,1511262.54,INR,2026-05-21T22:21:45.384286,NEFT,BR-718,REF-204970,True,round_trip_layering
TXN-C3DD053847D4,ACC-9971,ACC-8861,3106597.09,INR,2026-05-09T18:15:15.384286,UPI,BR-421,REF-543006,True,round_trip_layering
TXN-2996A2C6ABDB,ACC-3402,ACC-4210,38825.42,INR,2026-05-17T19:25:44.384286,UPI,BR-155,REF-776125,False,
TXN-C0E2535F3239,ACC-3448,ACC-7886,12690.62,INR,2026-05-16T04:37:28.384286,RTGS,BR-783,REF-938105,False,
TXN-7C0E5A64C528,ACC-3038,ACC-8028,5046.67,INR,2026-05-03T01:56:42.384286,UPI,BR-454,REF-661411,False,
TXN-8E896C52FAB9,ACC-1366,ACC-1144,404469.67,INR,2026-05-10T04:45:57.384286,NEFT,BR-699,REF-638355,True,fan_out_fan_in
TXN-DBB2A1E333EB,ACC-8670,ACC-7452,281049.59,INR,2026-05-23T01:47:43.384286,NEFT,BR-612,REF-200128,True,fan_out_fan_in
TXN-037D96DC0C13,ACC-1943,ACC-2043,468019.34,INR,2026-05-10T01:41:34.384286,NEFT,BR-724,REF-829615,True,fan_out_fan_in
TXN-B0249D744643,ACC-1848,ACC-8109,190678.42,INR,2026-05-24T13:20:13.384286,UPI,BR-217,REF-367230,True,fan_out_fan_in
TXN-37E6556875CE,ACC-2135,ACC-8814,1775731.7,INR,2026-05-04T03:24:33.384286,IMPS,BR-888,REF-947692,True,fan_out_fan_in
TXN-F2A30371C904,ACC-6408,ACC-4591,702920.85,INR,2026-05-12T11:10:52.384286,RTGS,BR-935,REF-653879,True,fan_out_fan_in
TXN-FF6E11501CB0,ACC-5043,ACC-9936,3241810.11,INR,2026-05-15T15:35:56.384286,NEFT,BR-439,REF-522363,True,round_trip_layering
TXN-F19EA35074D1,ACC-6593,ACC-8822,182809.94,INR,2026-05-24T17:13:55.384286,NEFT,BR-952,REF-151226,True,fan_out_fan_in
TXN-7B2A5767AD53,ACC-8188,ACC-8299,68920.22,INR,2026-05-18T21:11:49.384286,UPI,BR-144,REF-229269,False,
TXN-7DE989DD1AEB,ACC-9763,ACC-8486,1176604.2,INR,2026-05-24T22:56:20.814127,RTGS,BR-912,REF-710412,True,mule_chain
TXN-227EFE50375F,ACC-5747,ACC-1995,1337531.25,INR,2026-05-02T22:14:45.329385,NEFT,BR-973,REF-114170,True,mule_chain
TXN-16AC8F563D65,ACC-5342,ACC-3984,7113610.26,INR,2026-05-29T13:07:46.384286,UPI,BR-583,REF-790378,True,round_trip_layering
TXN-F52413CA31BC,ACC-1677,ACC-8285,995756.92,INR,2026-05-25T15:41:47.384286,UPI,BR-127,REF-576306,True,dormant_activation
TXN-15FBAA060BED,ACC-2018,ACC-3142,53558.16,INR,2026-05-30T12:18:05.384286,RTGS,BR-350,REF-632446,False,
TXN-CCF603820ED6,ACC-4961,ACC-1968,46675.41,INR,2026-05-06T12:39:11.384286,NEFT,BR-360,REF-892158,False,
TXN-B46C54326E6B,ACC-4621,ACC-3534,181110.72,INR,2026-05-27T20:50:49.384286,NEFT,BR-293,REF-426387,True,structuring
TXN-37278C5DCE7F,ACC-5862,ACC-9662,54068.71,INR,2026-05-09T23:34:29.384286,NEFT,BR-831,REF-341176,False,
TXN-08687FD7566A,ACC-2146,ACC-6543,96063.78,INR,2026-05-30T15:41:29.384286,UPI,BR-469,REF-269506,False,
TXN-31AD29B50B13,ACC-9259,ACC-2149,1159220.78,INR,2026-05-28T04:41:26.384286,NEFT,BR-217,REF-480080,True,dormant_activation
TXN-E57115851C6C,ACC-6364,ACC-3023,168754.28,INR,2026-05-13T13:50:06.768901,UPI,BR-143,REF-415712,True,structuring
TXN-83FA2C5DF484,ACC-9579,ACC-2797,23054.97,INR,2026-05-14T20:09:04.384286,IMPS,BR-612,REF-647946,False,
TXN-BBEFACAA5699,ACC-9378,ACC-9991,105102.88,INR,2026-05-07T21:47:42.384286,NEFT,BR-997,REF-334026,True,fan_out_fan_in
TXN-5A6DD56DCEDF,ACC-9295,ACC-9106,189516.31,INR,2026-05-11T02:02:53.202468,NEFT,BR-119,REF-191226,True,structuring
TXN-D97AED299683,ACC-2972,ACC-4091,2342211.4,INR,2026-05-08T08:00:53.384286,UPI,BR-892,REF-871794,True,round_trip_layering
TXN-1B88F548EA44,ACC-7444,ACC-1041,1661413.87,INR,2026-05-27T16:29:34.376887,NEFT,BR-490,REF-861715,True,mule_chain
TXN-1E389D3156CF,ACC-6283,ACC-7382,784401.86,INR,2026-05-05T01:04:05.344221,IMPS,BR-499,REF-679756,True,mule_chain
TXN-828207ACE642,ACC-9855,ACC-2233,155719.04,INR,2026-05-09T12:15:22.384286,UPI,BR-331,REF-828570,True,structuring
TXN-75A438D7ED32,ACC-1138,ACC-4608,490439.97,INR,2026-05-30T06:41:53.384286,RTGS,BR-782,REF-893057,False,
TXN-8265CAD3A09D,ACC-9793,ACC-5743,814260.88,INR,2026-05-08T09:47:36.384286,CARD,BR-420,REF-570333,True,dormant_activation
TXN-1023C47903FB,ACC-4830,ACC-9282,48632.33,INR,2026-05-09T13:11:03.384286,NEFT,BR-603,REF-438876,True,fan_out_fan_in
TXN-1CEA420857E0,ACC-6673,ACC-8433,581463.36,INR,2026-05-16T14:22:11.384286,IMPS,BR-361,REF-601741,False,
